Brand,Year,Engine_CC,Mileage_kmpl,Fuel_Type,Transmission,Kilometers_Driven,Price_Lakh_INR
Ford,2010,1463,8.03,Petrol,Automatic,166629,28.52
Maruti,2018,1873,15.77,Petrol,Manual,14793,31.92
Hyundai,2005,1278,26.87,Petrol,Manual,12452,9.82
Maruti,2021,2996,8.6,CNG,Automatic,60749,17.76
Toyota,2015,1881,8.07,Petrol,Manual,63048,18.89
Kia,2023,961,14.19,Diesel,Manual,32943,34.5
Honda,2007,2300,28.11,Petrol,Automatic,176530,3.7
Hyundai,2015,2250,27.83,CNG,Automatic,198203,23.87
Maruti,2009,1194,19.41,Diesel,Automatic,65797,13.08
Tata,2021,1600,20.17,CNG,Manual,162014,18.31
Hyundai,2011,985,15.3,Diesel,Manual,32225,8.77
Kia,2014,1357,13.36,Diesel,Automatic,45158,6.87
Ford,2015,2780,25.93,Diesel,Automatic,126288,9.66
Hyundai,2007,1245,10.34,CNG,Automatic,94535,3.89
Ford,2014,1629,18.72,Diesel,Manual,198249,10.82
Kia,2014,2934,21.96,Electric,Manual,183530,24.63
Maruti,2018,2072,10.28,Electric,Automatic,21739,23.32
Kia,2016,2613,19.43,CNG,Automatic,56074,20.08
Hyundai,2019,1315,20.71,Electric,Automatic,140399,1.51
Tata,2014,2400,24.33,Diesel,Automatic,8338,5.71
Mahindra,2014,1746,13.17,Petrol,Manual,136867,29.74
Hyundai,2023,2025,14.45,Petrol,Automatic,87109,10.6
Kia,2005,2398,20.53,Diesel,Automatic,82871,32.06
Mahindra,2014,2478,29.63,Electric,Manual,61603,30.8
Kia,2006,1555,12.78,Diesel,Automatic,177845,6.69
Tata,2021,1124,29.69,Petrol,Automatic,84807,31.59
Kia,2011,1486,23.72,Petrol,Manual,53129,22.53
Maruti,2011,2298,26.17,CNG,Automatic,80978,22.61
Honda,2013,2488,9.97,Petrol,Automatic,129559,30.06
Ford,2006,2799,14.61,CNG,Automatic,170898,15.07
Ford,2018,1667,9.27,Electric,Manual,132234,26.13
Hyundai,2021,1016,16.17,Diesel,Automatic,109374,23.87
Honda,2005,1800,29.59,CNG,Manual,124081,27.35
Kia,2013,2788,10.32,Diesel,Manual,118308,23.62
Tata,2023,1731,20.37,CNG,Manual,161868,4.18
Hyundai,2008,2812,8.13,Electric,Automatic,178659,11.31
Kia,2012,1039,23.68,Electric,Manual,67878,32.99
Mahindra,2017,2009,12.34,CNG,Manual,171220,8.98
Toyota,2008,847,10.85,CNG,Automatic,166944,17.32
Kia,2013,2048,15.41,Electric,Manual,162047,13.46
Honda,2013,1967,24.96,Diesel,Manual,173891,4.39
Hyundai,2022,1674,10.35,Electric,Manual,80891,7.57
Honda,2016,2697,13.06,Diesel,Automatic,155165,11.1
Hyundai,2014,2979,8.19,CNG,Manual,120240,17.02
Kia,2015,1424,29.31,Diesel,Manual,165436,30.8
Maruti,2011,2659,21.03,CNG,Automatic,31662,18.77
Mahindra,2013,2770,23.84,Diesel,Automatic,148158,23.34
Kia,2010,1400,22.33,CNG,Manual,180005,15.77
Ford,2023,2743,11.18,Petrol,Automatic,44640,30.65
Honda,2020,2616,21.09,Petrol,Manual,186377,23.7
Toyota,2019,2883,10.89,Electric,Automatic,175759,4.54
Toyota,2011,2448,16.83,Electric,Manual,37369,17.5
Tata,2020,2627,20.52,CNG,Automatic,74694,29.21
Hyundai,2009,1022,20.3,Diesel,Manual,104258,26.08
Honda,2020,2546,10.62,CNG,Manual,84968,31.83
Tata,2005,1329,8.76,Petrol,Automatic,84259,9.13
Honda,2023,933,25.56,Petrol,Automatic,114073,34.24
Ford,2009,1190,23.97,CNG,Automatic,158021,11.05
Hyundai,2011,901,9.8,Petrol,Automatic,44636,3.18
Kia,2023,2840,10.8,Electric,Automatic,182760,18.11
Kia,2009,2800,27.64,CNG,Manual,185160,5.2
Toyota,2021,1748,24.92,Electric,Manual,168707,24.32
Kia,2012,2368,29.92,Electric,Automatic,98863,31.67
Kia,2005,1640,13.59,Electric,Manual,49603,32.36
Ford,2006,2853,18.73,Petrol,Manual,120796,21.84
Maruti,2019,993,13.2,Diesel,Automatic,23180,19.43
Toyota,2022,1541,21.7,Diesel,Manual,75821,34.8
Tata,2015,1272,10.54,Diesel,Automatic,176235,20.91
Mahindra,2014,837,10.8,Electric,Manual,178422,32.57
Maruti,2008,2498,9.58,CNG,Manual,174369,32.21
Tata,2009,1270,23.26,Electric,Automatic,23595,11.2
Hyundai,2008,2313,18.87,Electric,Manual,67693,1.96
Maruti,2017,1812,21.59,CNG,Automatic,105945,16.21
Ford,2017,2583,27.34,Diesel,Manual,24612,30.36
Tata,2022,2766,24.29,Diesel,Manual,69505,29.51
Hyundai,2006,902,18.16,Diesel,Manual,169766,21.72
Toyota,2020,2534,29.66,Electric,Automatic,141894,6.75
Mahindra,2005,2535,18.04,Electric,Automatic,155377,5.1
Hyundai,2023,841,10.47,Petrol,Manual,180477,33.48
Kia,2013,2913,29.84,Diesel,Automatic,116857,15.62
Honda,2007,992,8.5,Electric,Automatic,103013,23.21
Hyundai,2011,1861,20.1,Petrol,Automatic,197454,31.85
Hyundai,2014,2476,14.8,Electric,Manual,28719,30.64
Mahindra,2005,1125,19.08,Electric,Automatic,62464,20.49
Honda,2014,1920,20.29,Diesel,Automatic,186189,17.84
Kia,2013,907,13.28,CNG,Automatic,139791,26.13
Tata,2019,2998,20.25,Electric,Automatic,90833,13.21
Tata,2019,1897,24.63,Electric,Automatic,83462,22.45
Hyundai,2007,1134,13.86,Electric,Automatic,66168,2.28
Ford,2009,2742,16.44,Diesel,Automatic,102786,29.11
Ford,2013,2839,13.9,Electric,Automatic,181501,34.93
Honda,2013,1603,26.05,Petrol,Automatic,188403,33.48
Honda,2011,2648,23.95,Diesel,Automatic,172210,13.56
Kia,2016,1566,27.17,Petrol,Manual,131384,19.29
Mahindra,2013,2077,11.74,Diesel,Manual,166903,9.41
Toyota,2010,2208,9.62,Electric,Manual,53533,11.65
Tata,2006,2288,10.63,Electric,Manual,197457,16.82
Mahindra,2013,833,11.54,Petrol,Manual,101755,26.53
Maruti,2021,1636,19.73,Petrol,Automatic,93738,2.1
Tata,2005,2824,29.36,Diesel,Automatic,146187,14.69
Mahindra,2023,2439,15.86,Diesel,Automatic,26522,20.14
Tata,2010,1538,29.09,CNG,Automatic,197232,8.71
Toyota,2009,2289,8.84,CNG,Manual,14968,4.13
Maruti,2006,2127,28.39,CNG,Manual,58808,19.58
Ford,2013,2685,11.99,Electric,Automatic,123265,22.87
Ford,2018,916,28.07,Petrol,Automatic,27681,22.97
Toyota,2008,2304,9.24,Petrol,Manual,24251,13.45
Kia,2008,2833,28.86,CNG,Automatic,41317,9.45
Maruti,2019,2499,12.42,CNG,Automatic,60679,8.88
Hyundai,2012,2723,14.66,Diesel,Manual,173616,2.86
Mahindra,2008,2410,18.8,CNG,Automatic,196685,7.69
Maruti,2020,2107,16.38,Petrol,Automatic,185402,28.92
Kia,2008,1775,22.69,Diesel,Automatic,161262,1.6
Kia,2020,2856,29.45,CNG,Manual,72290,2.97
Toyota,2016,1514,21.34,Electric,Manual,127383,5.76
Tata,2020,2725,23.87,CNG,Manual,144310,15.58
Maruti,2023,1643,9.94,Electric,Manual,144087,12.68
Mahindra,2012,1159,21.81,CNG,Manual,180715,7.46
Maruti,2010,1284,17.98,Diesel,Manual,191550,5.22
Honda,2014,2228,27.49,Electric,Manual,77033,32.95
Tata,2009,2880,16.54,Electric,Automatic,160863,32.03
Mahindra,2022,2288,22.95,Diesel,Manual,57091,27.36
Ford,2014,1495,13.02,Electric,Automatic,18734,9.94
Mahindra,2014,1364,13.71,Diesel,Manual,59917,12.34
Hyundai,2011,2631,16.27,CNG,Automatic,57028,23.81
Toyota,2022,1001,14.69,Diesel,Automatic,184208,11.27
Hyundai,2005,1998,13.59,Diesel,Manual,30812,19.28
Mahindra,2011,2067,9.09,Diesel,Automatic,36882,23.32
Tata,2005,2269,26.41,Diesel,Manual,38775,18.89
Maruti,2019,873,9.41,Petrol,Automatic,140901,15.35
Ford,2008,895,27.52,Electric,Automatic,175304,13.15
Maruti,2014,2696,10.76,CNG,Automatic,31714,27.55
Tata,2013,972,9.44,Diesel,Manual,99522,26.26
Mahindra,2006,2722,20.39,Petrol,Automatic,170999,24.82
Kia,2018,1057,19.05,Petrol,Automatic,193789,14.05
Maruti,2020,1129,18.81,CNG,Manual,21362,27.49
Kia,2005,2054,20.64,Electric,Manual,39054,33.58
Maruti,2006,960,14.32,CNG,Automatic,95479,24.58
Maruti,2011,985,22.58,Diesel,Manual,132804,15.16
Ford,2014,942,19.05,Electric,Manual,9920,28.18
Toyota,2005,1439,15.36,Electric,Manual,150964,21.91
Toyota,2017,2874,26.18,CNG,Manual,106420,30.9
Honda,2005,1001,24.01,CNG,Automatic,153750,25.39
Hyundai,2009,2414,16.66,Electric,Manual,172816,27.29
Tata,2020,1271,26.65,CNG,Automatic,183861,23.86
Tata,2019,2902,28.25,Electric,Manual,93310,4.58
Tata,2021,1710,19.81,CNG,Manual,17323,17.75
Honda,2020,2371,12.73,Electric,Manual,66741,3.39
Toyota,2017,1829,28.15,Diesel,Automatic,8834,16.49
Mahindra,2015,1873,12.17,Petrol,Automatic,138501,25.5
Kia,2021,2959,9.07,CNG,Automatic,84725,15.61
Ford,2021,2993,15.2,Electric,Automatic,191791,1.55
Kia,2006,1029,23.99,Petrol,Manual,182830,13.87
Mahindra,2017,2546,28.31,Petrol,Automatic,63036,3.77
Ford,2018,2129,22.02,Petrol,Manual,32605,27.65
Honda,2015,1260,28.94,CNG,Automatic,118054,27.76
Mahindra,2014,1606,10.03,CNG,Manual,66758,28.51
Tata,2007,2731,9.34,Diesel,Automatic,128637,2.52
Hyundai,2021,858,21.29,CNG,Manual,90544,2.58
Maruti,2019,1899,29.25,CNG,Manual,10553,31.77
Kia,2013,1527,19.06,CNG,Automatic,80834,5.64
Toyota,2014,1955,9.13,Petrol,Automatic,148536,23.95
Toyota,2012,1297,12.87,Diesel,Manual,104869,28.15
Honda,2017,1709,13.39,Petrol,Manual,122804,16.5
Ford,2022,2128,15.43,Diesel,Automatic,13500,19.81
Toyota,2009,2914,8.96,CNG,Manual,29729,9.12
Tata,2010,1029,27.91,Electric,Automatic,161614,32.44
Kia,2021,1132,19.34,CNG,Manual,101239,11.61
Mahindra,2015,2696,22.76,Petrol,Automatic,137235,8.8
Tata,2020,2407,9.48,Petrol,Automatic,56968,19.1
Honda,2013,1520,9.19,Petrol,Automatic,62728,7.88
Tata,2006,2991,20.9,Diesel,Manual,115215,24.5
Mahindra,2009,2074,27.52,Petrol,Automatic,56947,18.76
Hyundai,2005,1490,19.63,Electric,Automatic,99831,6.45
Honda,2008,856,27.31,Electric,Automatic,104360,3.75
Hyundai,2008,2285,25.84,CNG,Automatic,47691,6.09
Maruti,2007,1549,9.67,Diesel,Automatic,16634,6.08
Hyundai,2013,1477,12.44,Diesel,Manual,20719,11.98
Maruti,2016,1359,22.47,CNG,Manual,14861,29.41
Maruti,2014,2462,17.76,Petrol,Manual,131907,3.42
Hyundai,2006,2504,14.4,Petrol,Automatic,139846,5.79
Honda,2015,2778,17.21,CNG,Manual,6459,11.65
Ford,2014,1148,17.79,CNG,Automatic,199382,20.04
Mahindra,2010,1890,28.03,CNG,Manual,111437,27.06
Tata,2022,1978,10.28,CNG,Manual,5005,32.36
Tata,2006,2519,14.15,Diesel,Manual,133804,15.3
Mahindra,2006,2992,19.83,Diesel,Manual,77474,5.05
Kia,2014,1685,23.36,Petrol,Automatic,13109,8.65
Kia,2020,1664,21.87,Diesel,Manual,8829,11.12
Maruti,2016,1585,28.72,Diesel,Manual,19148,27.83
Maruti,2005,1256,25.5,Diesel,Automatic,190574,24.5
Honda,2012,1144,20.26,CNG,Manual,174360,8.5
Toyota,2020,1353,12.72,Diesel,Manual,159326,29.6
Hyundai,2022,1820,17.92,Petrol,Automatic,194032,30.28
Maruti,2017,1587,23.25,Diesel,Manual,14077,31.06
Tata,2019,2619,26.44,CNG,Manual,105374,10.71
Honda,2016,1504,29.11,Diesel,Automatic,175790,5.98
Hyundai,2012,1927,21.32,Electric,Automatic,103464,4.98
Honda,2014,1611,19.59,Petrol,Manual,47177,14.9
Hyundai,2018,1752,8.39,Diesel,Manual,21551,15.88
Hyundai,2009,1614,9.59,Petrol,Manual,107216,30.59
Mahindra,2022,2348,11.43,CNG,Automatic,122290,10.47
Maruti,2023,943,9.2,Petrol,Automatic,9439,22.5
Ford,2019,1662,16.82,Electric,Manual,91027,27.91
Honda,2010,2016,15.41,Electric,Automatic,80281,10.52
Ford,2015,2607,22.02,Petrol,Automatic,120137,10.45
Honda,2015,1174,19.78,CNG,Manual,173509,23.92
Mahindra,2022,1476,21.11,Petrol,Automatic,189251,25.83
Tata,2022,2089,18.38,Diesel,Automatic,159190,33.65
Ford,2014,1355,14.11,Diesel,Automatic,89457,29.97
Tata,2006,1662,28.96,Petrol,Automatic,84014,29.04
Kia,2013,2921,9.9,Diesel,Manual,66904,24.69
Maruti,2018,1680,28.66,Diesel,Automatic,89877,5.47
Maruti,2023,2642,14.85,CNG,Manual,84582,28.61
Toyota,2014,1765,19.28,Petrol,Manual,7664,32.83
Mahindra,2008,1275,10.39,Diesel,Manual,170629,14.59
Tata,2010,2138,9.56,Petrol,Manual,58254,12.01
Hyundai,2018,1324,17.45,Petrol,Automatic,139306,19.0
Honda,2008,2248,24.32,Diesel,Manual,51274,33.54
Maruti,2019,1361,13.93,CNG,Manual,185542,3.2
Ford,2020,1368,20.37,CNG,Automatic,23561,25.25
Honda,2011,2005,14.13,Electric,Automatic,134242,28.79
Honda,2021,905,16.55,Petrol,Automatic,179585,27.92
Toyota,2023,1960,27.94,Electric,Manual,133830,20.49
Tata,2023,1499,26.83,CNG,Manual,99451,32.34
Maruti,2021,1943,19.35,Diesel,Automatic,113981,6.01
Honda,2010,871,13.24,Diesel,Automatic,17594,9.71
Maruti,2015,1554,12.25,CNG,Manual,35504,11.78
Hyundai,2020,1704,28.99,CNG,Automatic,136972,1.79
Toyota,2012,851,12.46,Petrol,Automatic,129500,13.92
Hyundai,2015,1803,25.78,Electric,Manual,176262,6.88
Maruti,2011,2087,16.12,Electric,Automatic,38516,25.77
Kia,2023,2062,29.68,CNG,Automatic,191368,15.4
Ford,2014,1484,16.1,Petrol,Automatic,59024,25.1
Maruti,2013,2572,15.73,Diesel,Automatic,110835,11.34
Tata,2008,2430,22.02,CNG,Automatic,166913,5.92
Honda,2019,2904,29.15,Electric,Automatic,38795,5.92
Honda,2017,1749,29.48,Petrol,Manual,180164,8.31
Hyundai,2006,2473,23.56,Petrol,Manual,130721,5.36
Ford,2006,2225,24.6,Petrol,Automatic,104444,8.89
Toyota,2020,2384,20.39,Electric,Manual,119347,20.9
Kia,2013,1846,24.63,Petrol,Automatic,184021,10.09
Mahindra,2017,2090,26.92,Diesel,Manual,111733,12.99
Ford,2007,2965,18.69,Electric,Automatic,100369,3.27
Honda,2013,2423,21.64,CNG,Manual,26209,31.39
Tata,2017,1976,19.82,Petrol,Automatic,9553,6.13
Ford,2006,2960,20.37,Electric,Automatic,114028,13.18
Hyundai,2012,1831,27.58,CNG,Automatic,35714,14.21
Hyundai,2013,1230,15.82,CNG,Manual,151513,27.37
Mahindra,2020,2115,12.58,Diesel,Manual,55906,17.7
Tata,2006,1692,18.04,CNG,Manual,28376,14.33
Toyota,2010,1873,12.58,Diesel,Automatic,39378,24.81
Ford,2012,906,18.96,Electric,Manual,107743,21.5
Tata,2009,1544,27.88,Diesel,Manual,18650,4.12
Toyota,2013,2279,21.58,Electric,Automatic,134259,11.98
Tata,2005,1421,26.82,Electric,Automatic,63831,34.28
Tata,2013,1794,11.66,Petrol,Manual,9758,17.69
Maruti,2014,944,27.82,Diesel,Automatic,126207,15.71
Hyundai,2008,1620,21.24,Electric,Manual,98306,6.52
Ford,2007,1211,8.7,Petrol,Automatic,151379,29.61
Tata,2014,913,21.93,Diesel,Automatic,103549,5.97
Ford,2019,923,28.93,Diesel,Manual,145541,5.02
Mahindra,2015,885,9.74,CNG,Automatic,146592,16.21
Tata,2018,846,20.81,Petrol,Automatic,184852,16.13
Honda,2010,2699,28.14,CNG,Automatic,186781,34.38
Hyundai,2016,2372,8.21,Electric,Automatic,165958,5.77
Honda,2017,2538,21.88,Diesel,Automatic,122020,17.71
Ford,2021,2805,18.45,Electric,Automatic,79032,8.24
Ford,2020,1603,15.63,Petrol,Automatic,114418,25.01
Hyundai,2007,2789,21.81,Diesel,Automatic,128286,14.62
Ford,2006,1869,9.16,Electric,Automatic,54146,23.22
Honda,2015,1991,24.57,Diesel,Automatic,66771,12.84
Tata,2013,845,8.1,CNG,Automatic,130232,20.41
Tata,2007,1339,14.75,Petrol,Automatic,31613,17.22
Maruti,2022,886,19.09,Petrol,Manual,106270,14.04
Mahindra,2019,2208,16.29,Petrol,Automatic,150156,19.51
Ford,2018,1064,14.76,Diesel,Automatic,146980,14.36
Honda,2006,1502,26.28,Electric,Automatic,32396,28.5
Ford,2021,2273,28.57,Electric,Manual,50606,18.09
Ford,2012,985,27.22,Petrol,Manual,74538,31.75
Toyota,2014,1125,19.49,Diesel,Manual,6360,8.96
Maruti,2022,2006,27.45,Diesel,Manual,120127,5.26
Honda,2023,1196,28.26,Diesel,Automatic,140425,14.26
Honda,2012,2304,17.0,Electric,Automatic,87702,7.65
Ford,2012,2226,14.24,Petrol,Automatic,171450,14.67
Maruti,2007,2240,10.16,Electric,Manual,80542,8.45
Tata,2007,1888,18.54,CNG,Automatic,31649,30.59
Honda,2016,1755,28.82,Diesel,Manual,126354,20.52
Tata,2021,1354,20.34,CNG,Manual,81159,18.17
Maruti,2008,1840,22.69,Petrol,Manual,151967,27.89
Tata,2021,843,10.48,Petrol,Automatic,156944,5.87
Hyundai,2018,1700,11.16,Electric,Automatic,62805,30.21
Toyota,2023,2523,18.22,Petrol,Automatic,121439,17.69
Kia,2013,1281,28.93,Petrol,Automatic,38606,6.07
Honda,2016,2836,15.94,Electric,Manual,122897,28.95
Mahindra,2009,2086,27.3,Electric,Automatic,73320,16.94
Toyota,2015,1997,10.65,Electric,Automatic,70376,21.75
Kia,2007,2264,21.57,Electric,Automatic,197621,31.44
Tata,2019,1365,21.21,Petrol,Manual,92514,31.34
Honda,2018,1571,26.92,CNG,Manual,137423,31.41
Tata,2015,2018,8.07,Electric,Automatic,70741,15.47
Hyundai,2012,1270,12.18,Petrol,Automatic,186318,26.61
Maruti,2008,2170,12.83,Petrol,Manual,132185,9.31
Honda,2016,1471,28.9,Petrol,Manual,152640,29.34
Kia,2012,1974,11.38,Petrol,Automatic,93665,12.95
Kia,2010,910,8.81,Petrol,Manual,77438,17.04
Hyundai,2019,1826,19.76,Electric,Manual,43270,31.36
Hyundai,2016,1143,19.63,Electric,Manual,67330,28.49
Ford,2020,2272,26.57,Diesel,Manual,118546,33.41
Honda,2020,2930,28.87,Diesel,Manual,59930,13.68
Tata,2008,1576,19.85,Electric,Manual,198489,6.56
Mahindra,2015,2203,28.46,Electric,Manual,193117,32.0
Kia,2017,1457,23.95,Electric,Automatic,152032,18.02
Kia,2013,2633,13.82,CNG,Manual,180989,31.29
Hyundai,2008,2632,28.43,Electric,Automatic,155195,26.02
Toyota,2016,1253,22.68,Petrol,Automatic,134323,30.81
Hyundai,2013,1540,17.11,CNG,Automatic,8336,23.43
Mahindra,2017,2569,22.97,CNG,Automatic,171961,28.71
Tata,2020,2243,16.83,Petrol,Automatic,61037,5.53
Tata,2010,2548,10.51,Petrol,Automatic,45310,33.94
Toyota,2014,1623,23.82,Diesel,Manual,31684,7.56
Kia,2017,944,26.13,Petrol,Manual,151450,2.32
Hyundai,2011,2806,24.03,Electric,Automatic,138427,19.28
Ford,2023,1867,13.04,Electric,Automatic,68286,25.35
Tata,2023,2586,29.05,Diesel,Manual,193952,25.5
Mahindra,2021,2209,8.56,CNG,Manual,159830,12.86
Honda,2017,2562,15.32,CNG,Automatic,189394,26.75
Maruti,2017,1709,13.72,Diesel,Automatic,194857,29.73
Maruti,2006,1560,9.06,Electric,Automatic,106703,21.94
Maruti,2014,2316,16.93,Diesel,Manual,11737,14.43
Ford,2017,1330,21.71,Electric,Manual,119313,22.05
Kia,2013,2159,27.42,Electric,Manual,104324,30.38
Hyundai,2005,2827,29.77,Petrol,Automatic,181912,31.67
Toyota,2018,2977,25.78,Diesel,Manual,5240,2.56
Ford,2020,1807,18.31,Diesel,Automatic,138124,5.6
Ford,2019,2337,23.92,Electric,Automatic,10334,1.65
Tata,2005,2073,26.56,Electric,Manual,104906,18.0
Honda,2021,1746,18.24,Petrol,Manual,156945,16.12
Ford,2017,1961,25.27,Electric,Manual,63758,19.78
Mahindra,2019,2098,18.62,Electric,Automatic,120056,24.4
Honda,2020,1801,16.5,CNG,Manual,88996,13.75
Mahindra,2020,2988,19.57,Diesel,Automatic,84664,8.49
Kia,2006,2767,22.87,Petrol,Manual,96558,14.73
Hyundai,2021,1681,23.99,Petrol,Automatic,110413,1.8
Maruti,2015,2647,15.85,Electric,Manual,62352,29.29
Ford,2012,2775,20.57,Diesel,Automatic,36943,14.35
Hyundai,2007,2430,28.02,CNG,Manual,107733,22.36
Kia,2016,972,29.48,Petrol,Automatic,190269,12.38
Toyota,2020,1272,13.0,Electric,Manual,146541,22.1
Toyota,2018,2246,12.24,Diesel,Manual,128272,19.6
Kia,2020,1297,22.89,CNG,Manual,88771,8.49
Mahindra,2021,1788,17.12,Diesel,Manual,59579,22.45
Tata,2015,2405,8.53,Petrol,Automatic,152320,5.17
Tata,2021,1218,15.63,Electric,Manual,37074,17.62
Mahindra,2023,2170,25.75,Electric,Automatic,46738,25.62
Toyota,2005,1513,25.54,Petrol,Manual,172271,19.89
Toyota,2016,978,18.88,Petrol,Manual,129578,26.5
Ford,2019,2904,18.4,Diesel,Manual,119467,10.65
Toyota,2022,2729,20.75,Petrol,Manual,32830,3.14
Hyundai,2018,1745,12.83,Diesel,Automatic,9482,3.38
Toyota,2005,2818,19.57,Electric,Automatic,142324,10.5
Honda,2017,1538,8.24,CNG,Manual,93402,15.16
Ford,2019,2756,18.46,Electric,Automatic,139343,19.51
Maruti,2011,911,15.39,Electric,Automatic,163900,26.88
Toyota,2019,1514,22.85,CNG,Manual,197027,29.63
Mahindra,2014,2201,22.04,CNG,Manual,146876,24.74
Maruti,2018,2738,16.38,CNG,Automatic,166527,17.02
Hyundai,2010,2181,8.16,Electric,Automatic,178877,10.36
Mahindra,2018,1612,13.55,Petrol,Manual,8508,15.83
Maruti,2016,2008,21.93,Electric,Manual,44744,10.66
Mahindra,2015,836,9.59,Petrol,Manual,25276,22.42
Hyundai,2023,2628,10.37,Diesel,Manual,171951,28.91
Ford,2006,2051,22.23,Electric,Manual,25701,18.86
Honda,2005,1609,24.63,CNG,Manual,119341,3.04
Hyundai,2012,822,15.07,Electric,Manual,56018,32.98
Hyundai,2018,2326,18.77,Electric,Manual,96164,11.36
Mahindra,2013,1595,28.81,CNG,Manual,57924,32.14
Ford,2006,1295,28.8,Diesel,Manual,32618,28.74
Kia,2009,1699,14.77,Diesel,Automatic,118628,15.34
Tata,2012,1224,25.82,Diesel,Automatic,134508,3.4
Toyota,2020,2865,21.07,Diesel,Automatic,197641,33.25
Toyota,2020,2782,29.46,Electric,Manual,138167,23.58
Honda,2017,2268,18.51,Electric,Automatic,49800,9.86
Honda,2019,2033,25.04,CNG,Manual,79554,19.37
Toyota,2005,2597,24.9,Petrol,Manual,196903,22.78
Tata,2007,1364,18.94,CNG,Manual,42463,9.09
Toyota,2010,2104,25.5,Diesel,Automatic,169609,4.63
Kia,2018,2656,13.74,Petrol,Manual,28098,10.46
Tata,2008,932,10.69,CNG,Manual,164618,3.09
Honda,2022,1248,17.35,Diesel,Automatic,79800,3.84
Maruti,2019,2630,28.76,Petrol,Manual,122463,6.75
Mahindra,2013,2958,19.02,Petrol,Automatic,184275,6.81
Kia,2022,1649,21.98,Diesel,Automatic,53673,9.81
Kia,2007,2061,21.73,Petrol,Manual,141439,32.9
Ford,2014,2280,10.92,CNG,Automatic,35525,20.79
Honda,2021,1700,16.59,CNG,Automatic,60585,15.65
Honda,2011,1558,23.55,CNG,Manual,26014,20.39
Hyundai,2019,2339,29.38,Petrol,Manual,94618,1.69
Kia,2005,2699,11.7,Petrol,Manual,141574,31.47
Hyundai,2015,1661,17.03,Diesel,Manual,116711,19.33
Hyundai,2021,2647,10.09,Diesel,Automatic,31874,16.63
Mahindra,2009,1314,13.33,Petrol,Manual,150648,33.04
Hyundai,2011,1767,16.29,CNG,Automatic,57123,25.97
Tata,2023,2391,19.89,Petrol,Manual,33505,12.8
Toyota,2019,883,13.07,Electric,Automatic,107704,32.86
Maruti,2007,1597,13.01,CNG,Manual,183732,30.04
Honda,2019,2927,25.11,Electric,Automatic,84435,33.48
Tata,2009,2401,29.18,Diesel,Manual,154098,4.72
Maruti,2016,1321,15.12,Petrol,Automatic,153473,33.5
Kia,2009,2022,23.14,Electric,Manual,116582,19.69
Kia,2007,2394,13.68,Petrol,Automatic,68035,24.02
Kia,2013,1033,28.41,Electric,Manual,58194,8.61
Tata,2013,2642,22.8,Petrol,Manual,129343,6.2
Tata,2011,2216,25.66,CNG,Manual,121199,4.16
Honda,2006,2389,9.09,Diesel,Manual,76153,15.65
Toyota,2020,2269,21.17,CNG,Manual,82201,8.92
Ford,2013,1192,19.61,Diesel,Automatic,37412,4.23
Hyundai,2017,808,14.45,CNG,Automatic,118646,33.49
Kia,2023,1412,13.77,Diesel,Automatic,9471,26.07
Mahindra,2021,2743,20.76,CNG,Manual,183086,18.85
Toyota,2010,1514,23.54,Petrol,Manual,121409,26.4
Mahindra,2008,2727,8.73,CNG,Automatic,185910,21.98
Honda,2005,909,20.48,Electric,Manual,119206,7.46
Honda,2022,1633,11.75,Electric,Automatic,156922,22.72
Honda,2023,1065,11.09,Petrol,Manual,156706,24.31
Maruti,2013,2196,21.71,Petrol,Automatic,19877,9.46
Mahindra,2017,2831,14.84,Petrol,Automatic,83505,12.22
Toyota,2012,1775,17.7,Electric,Automatic,85970,14.34
Ford,2017,2418,15.92,CNG,Manual,106581,21.69
Toyota,2019,1754,22.26,Petrol,Automatic,17131,5.75
Tata,2015,2469,18.34,CNG,Automatic,147208,26.41
Tata,2016,2149,29.2,Diesel,Manual,90419,13.09
Kia,2018,2374,15.75,CNG,Manual,16110,24.67
Ford,2008,1858,24.29,CNG,Manual,137516,32.75
Tata,2005,2757,13.66,Electric,Automatic,85544,30.64
Honda,2008,1648,19.19,CNG,Manual,121217,26.21
Toyota,2023,1762,20.16,Electric,Manual,131119,7.98
Mahindra,2013,2625,15.24,Diesel,Manual,103316,26.02
Honda,2014,2901,18.38,Electric,Manual,163576,22.8
Maruti,2008,1687,14.14,Diesel,Manual,36713,27.38
Tata,2013,1544,8.13,Diesel,Automatic,35373,30.61
Honda,2017,2241,12.74,Petrol,Automatic,157732,11.93
Honda,2016,2048,23.4,CNG,Manual,53308,23.08
Maruti,2015,975,24.96,CNG,Manual,25771,10.72
Hyundai,2016,1365,14.16,Petrol,Manual,149999,13.1
Toyota,2022,2487,16.98,Petrol,Automatic,85494,18.94
Mahindra,2016,2208,8.82,CNG,Automatic,157324,16.04
Kia,2020,1061,13.22,Petrol,Automatic,195099,21.62
Hyundai,2009,1330,25.14,Petrol,Manual,59748,26.92
Tata,2016,2677,21.33,Diesel,Automatic,36559,21.77
Honda,2015,2194,12.53,Petrol,Automatic,67896,33.99
Ford,2013,2506,13.66,Petrol,Automatic,163097,26.23
Maruti,2022,2020,25.97,Electric,Manual,58405,34.5
Maruti,2007,1747,12.6,CNG,Automatic,132373,26.41
Ford,2021,1384,15.35,Electric,Automatic,76735,18.52
